factor_type,key,stand,pred_at_p10,pred_at_p50,pred_at_p90,factor,factor_ci_low,factor_ci_high,significant
batter_power,p10=0.000 vs p90=0.103 (median=0.042),L,0.03575636807444169,0.046088145460623536,0.0663877075204577,0.8566680872689356,-0.06568671552978056,2.714526018725222,no (CIs overlap)
batter_power,p10=0.000 vs p90=0.098 (median=0.042),R,0.03653734227593442,0.04498295804648155,0.05933064295055099,0.6238357596586748,-0.21930958483058882,2.37699044862295,no (CIs overlap)
