key,stand,significant,factor,date
temp=80-90 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),0.0141513664765471,2026-08-20
temp=60-70 wind=In speed=5-10mph,R,no (CI overlaps baseline),0.0127624989625405,2026-08-20
temp=<60 wind=In speed=10-15mph,R,no (CI overlaps baseline),0.0104405914501397,2026-08-20
temp=80-90 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),0.0098829383659255,2026-08-20
temp=80-90 wind=In speed=0-5mph,R,no (CI overlaps baseline),0.0071117538030727,2026-08-20
temp=70-80 wind=Calm speed=10-15mph,R,no (CI overlaps baseline),0.0063516736108846,2026-08-20
temp=60-70 wind=Calm speed=5-10mph,R,no (CI overlaps baseline),0.0044040749527569,2026-08-20
temp=90+ wind=Out speed=15+mph,R,no (CI overlaps baseline),0.0043736919753163,2026-08-20
temp=70-80 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),0.0033736669670549,2026-08-20
temp=60-70 wind=Out speed=10-15mph,R,no (CI overlaps baseline),0.0019504436718265,2026-08-20
temp=60-70 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),0.0014290649649268,2026-08-20
temp=70-80 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),-0.0008712064287544,2026-08-20
temp=<60 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),-0.0008793418671274,2026-08-20
temp=80-90 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.001222431087169,2026-08-20
temp=60-70 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),-0.0028115086333523,2026-08-20
temp=70-80 wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.0033037831328901,2026-08-20
temp=80-90 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.003345666743826,2026-08-20
temp=80-90 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0041887236982283,2026-08-20
temp=<60 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),-0.005114791456183,2026-08-20
temp=60-70 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0055644925837884,2026-08-20
temp=<60 wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.007541934933175,2026-08-20
temp=80-90 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0084167899284173,2026-08-20
temp=90+ wind=In speed=10-15mph,R,no (CI overlaps baseline),-0.0098414524095248,2026-08-20
temp=70-80 wind=Calm speed=5-10mph,R,no (CI overlaps baseline),-0.0115926306562593,2026-08-20
temp=60-70 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0138433866263597,2026-08-20
temp=70-80 wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0140256374853189,2026-08-20
temp=70-80 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0145426219457212,2026-08-20
temp=60-70 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0159524034843876,2026-08-20
temp=60-70 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0167897997352154,2026-08-20
temp=<60 wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0182395569370896,2026-08-20
temp=70-80 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),-0.0187473031176805,2026-08-20
temp=<60 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0187553612341632,2026-08-20
temp=90+ wind=Cross speed=10-15mph,R,no (CI overlaps baseline),-0.0210410103073538,2026-08-20
temp=70-80 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0214768404448481,2026-08-20
temp=80-90 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0215183169620052,2026-08-20
temp=90+ wind=Varies speed=10-15mph,R,no (CI overlaps baseline),-0.0252307936726714,2026-08-20
temp=<60 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0256736460882437,2026-08-20
temp=90+ wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.0276316141057465,2026-08-20
temp=70-80 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0296845359037937,2026-08-20
temp=70-80 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0317752499619931,2026-08-20
temp=70-80 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0326053603826483,2026-08-20
temp=<60 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0338622307234393,2026-08-20
temp=60-70 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0340011504847711,2026-08-20
temp=<60 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0359480332811055,2026-08-20
temp=70-80 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0367682110543461,2026-08-20
temp=<60 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0367761887125702,2026-08-20
temp=90+ wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0382118821858485,2026-08-20
temp=90+ wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0387219730614017,2026-08-20
temp=<60 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0409291935052285,2026-08-20
temp=90+ wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0455631369959219,2026-08-20
temp=70-80 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0496646200325865,2026-08-20
temp=<60 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0537946559650857,2026-08-20
temp=90+ wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0557213121898245,2026-08-20
temp=90+ wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0565400130881339,2026-08-20
temp=90+ wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0606454090136177,2026-08-20
temp=90+ wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0733613048584692,2026-08-20
temp=60-70 wind=Cross speed=0-5mph,L,no (CI overlaps baseline),0.0921423495754518,2026-08-22
temp=60-70 wind=Cross speed=10-15mph,L,no (CI overlaps baseline),0.0906923718764214,2026-08-22
temp=60-70 wind=Cross speed=5-10mph,L,no (CI overlaps baseline),0.0881028229398566,2026-08-22
temp=70-80 wind=Cross speed=0-5mph,L,no (CI overlaps baseline),0.0812666462198199,2026-08-22
temp=70-80 wind=Cross speed=10-15mph,L,no (CI overlaps baseline),0.0798235601429901,2026-08-22
temp=60-70 wind=Out speed=0-5mph,L,no (CI overlaps baseline),0.0792371997639815,2026-08-22
temp=60-70 wind=Out speed=10-15mph,L,no (CI overlaps baseline),0.0777954164199599,2026-08-22
temp=70-80 wind=Cross speed=5-10mph,L,no (CI overlaps baseline),0.0772463690284137,2026-08-22
temp=60-70 wind=Out speed=5-10mph,L,no (CI overlaps baseline),0.0752205611472087,2026-08-22
temp=70-80 wind=Out speed=0-5mph,L,no (CI overlaps baseline),0.0684235388797873,2026-08-22
temp=70-80 wind=Out speed=10-15mph,L,no (CI overlaps baseline),0.066988785715023,2026-08-22
temp=70-80 wind=Out speed=5-10mph,L,no (CI overlaps baseline),0.0644265348610175,2026-08-22
temp=80-90 wind=Cross speed=0-5mph,L,no (CI overlaps baseline),0.0364646421551089,2026-08-22
temp=80-90 wind=Cross speed=10-15mph,L,no (CI overlaps baseline),0.0350515395159354,2026-08-22
temp=90+ wind=Cross speed=0-5mph,L,no (CI overlaps baseline),0.0331595575398022,2026-08-22
temp=80-90 wind=Cross speed=5-10mph,L,no (CI overlaps baseline),0.0325280968671675,2026-08-22
temp=90+ wind=Cross speed=10-15mph,L,no (CI overlaps baseline),0.0317487684056088,2026-08-22
temp=60-70 wind=Varies speed=10-15mph,L,no (CI overlaps baseline),0.0304016090594367,2026-08-22
temp=90+ wind=Cross speed=5-10mph,L,no (CI overlaps baseline),0.0292294719240726,2026-08-22
temp=<60 wind=Cross speed=0-5mph,L,no (CI overlaps baseline),0.0285927931140239,2026-08-22
temp=60-70 wind=Varies speed=5-10mph,L,no (CI overlaps baseline),0.0278840108982918,2026-08-22
temp=<60 wind=Cross speed=10-15mph,L,no (CI overlaps baseline),0.0271852236149141,2026-08-22
temp=60-70 wind=Calm speed=0-5mph,L,no (CI overlaps baseline),0.0271045780930545,2026-08-22
temp=60-70 wind=Calm speed=10-15mph,L,no (CI overlaps baseline),0.0256980635662691,2026-08-22
temp=<60 wind=Cross speed=5-10mph,L,no (CI overlaps baseline),0.0246716970018923,2026-08-22
temp=80-90 wind=Out speed=0-5mph,L,no (CI overlaps baseline),0.0238912252979686,2026-08-22
temp=60-70 wind=Calm speed=5-10mph,L,no (CI overlaps baseline),0.0231864274994502,2026-08-22
temp=80-90 wind=Out speed=10-15mph,L,no (CI overlaps baseline),0.0224869983226216,2026-08-22
temp=70-80 wind=Varies speed=0-5mph,L,no (CI overlaps baseline),0.021239443930767,2026-08-22
temp=90+ wind=Out speed=0-5mph,L,no (CI overlaps baseline),0.0206069352011444,2026-08-22
temp=80-90 wind=Out speed=5-10mph,L,no (CI overlaps baseline),0.0199794615306891,2026-08-22
temp=70-80 wind=Varies speed=10-15mph,L,no (CI overlaps baseline),0.0198371146709441,2026-08-22
temp=90+ wind=Out speed=10-15mph,L,no (CI overlaps baseline),0.0192050599163715,2026-08-22
temp=70-80 wind=Varies speed=5-10mph,L,no (CI overlaps baseline),0.0173329784733553,2026-08-22
temp=90+ wind=Out speed=5-10mph,L,no (CI overlaps baseline),0.0167017372023232,2026-08-22
temp=70-80 wind=Calm speed=0-5mph,L,no (CI overlaps baseline),0.0165577256680675,2026-08-22
temp=<60 wind=Out speed=0-5mph,L,no (CI overlaps baseline),0.0160691066591247,2026-08-22
temp=70-80 wind=Calm speed=10-15mph,L,no (CI overlaps baseline),0.0151587687687468,2026-08-22
temp=<60 wind=Out speed=10-15mph,L,no (CI overlaps baseline),0.0146705033392795,2026-08-22
temp=70-80 wind=Calm speed=5-10mph,L,no (CI overlaps baseline),0.0126606754274585,2026-08-22
temp=<60 wind=Out speed=5-10mph,L,no (CI overlaps baseline),0.0121730435532831,2026-08-22
temp=60-70 wind=Cross speed=15+mph,L,no (CI overlaps baseline),0.0092124315914166,2026-08-22
temp=60-70 wind=In speed=0-5mph,L,no (CI overlaps baseline),0.0077850600594218,2026-08-22
temp=60-70 wind=In speed=10-15mph,L,no (CI overlaps baseline),0.0063924977798781,2026-08-22
temp=60-70 wind=In speed=5-10mph,L,no (CI overlaps baseline),0.0039058620748457,2026-08-22
temp=70-80 wind=Cross speed=15+mph,L,no (CI overlaps baseline),-0.0012368738267152,2026-08-22
temp=70-80 wind=In speed=0-5mph,L,no (CI overlaps baseline),-0.0026563318595423,2026-08-22
temp=60-70 wind=Out speed=15+mph,L,no (CI overlaps baseline),-0.0031858329177011,2026-08-22
temp=70-80 wind=In speed=10-15mph,L,no (CI overlaps baseline),-0.0040411548936701,2026-08-22
temp=70-80 wind=In speed=5-10mph,L,no (CI overlaps baseline),-0.0065139249626442,2026-08-22
temp=70-80 wind=Out speed=15+mph,L,no (CI overlaps baseline),-0.0135657521988834,2026-08-22
temp=80-90 wind=Varies speed=0-5mph,L,no (CI overlaps baseline),-0.0222470670873365,2026-08-22
temp=80-90 wind=Varies speed=10-15mph,L,no (CI overlaps baseline),-0.0236169931525562,2026-08-22
temp=90+ wind=Varies speed=0-5mph,L,no (CI overlaps baseline),-0.0254510055419705,2026-08-22
temp=80-90 wind=Varies speed=5-10mph,L,no (CI overlaps baseline),-0.0260630774538757,2026-08-22
temp=90+ wind=Varies speed=10-15mph,L,no (CI overlaps baseline),-0.0268184486061956,2026-08-22
temp=80-90 wind=Calm speed=0-5mph,L,no (CI overlaps baseline),-0.026820308767618,2026-08-22
temp=<60 wind=Varies speed=0-5mph,L,no (CI overlaps baseline),-0.0298770862518507,2026-08-22
temp=80-90 wind=Calm speed=5-10mph,L,no (CI overlaps baseline),-0.0306264155406597,2026-08-22
temp=<60 wind=Varies speed=10-15mph,L,no (CI overlaps baseline),-0.0312410775788778,2026-08-22
temp=<60 wind=Calm speed=0-5mph,L,no (CI overlaps baseline),-0.0344304639291542,2026-08-22
temp=80-90 wind=Cross speed=15+mph,L,no (CI overlaps baseline),-0.0441948543343114,2026-08-22
temp=80-90 wind=In speed=0-5mph,L,no (CI overlaps baseline),-0.0455802768841381,2026-08-22
temp=80-90 wind=In speed=10-15mph,L,no (CI overlaps baseline),-0.0469318197233851,2026-08-22
temp=90+ wind=Cross speed=15+mph,L,no (CI overlaps baseline),-0.0473583374866656,2026-08-22
temp=60-70 wind=Varies speed=15+mph,L,no (CI overlaps baseline),-0.0486484675947245,2026-08-22
temp=90+ wind=In speed=0-5mph,L,no (CI overlaps baseline),-0.0487411580531389,2026-08-22
temp=80-90 wind=In speed=5-10mph,L,no (CI overlaps baseline),-0.0493449792961426,2026-08-22
temp=90+ wind=In speed=10-15mph,L,no (CI overlaps baseline),-0.0500901570116161,2026-08-22
temp=<60 wind=Cross speed=15+mph,L,no (CI overlaps baseline),-0.0517281893203229,2026-08-22
temp=90+ wind=In speed=5-10mph,L,no (CI overlaps baseline),-0.0524987609480184,2026-08-22
temp=<60 wind=In speed=0-5mph,L,no (CI overlaps baseline),-0.0531073940926397,2026-08-22
temp=<60 wind=In speed=10-15mph,L,no (CI overlaps baseline),-0.0544528580779941,2026-08-22
temp=80-90 wind=Out speed=15+mph,L,no (CI overlaps baseline),-0.0562255097707244,2026-08-22
temp=<60 wind=In speed=5-10mph,L,no (CI overlaps baseline),-0.0568551317048046,2026-08-22
temp=90+ wind=Out speed=15+mph,L,no (CI overlaps baseline),-0.0593662065922543,2026-08-22
temp=<60 wind=Out speed=15+mph,L,no (CI overlaps baseline),-0.0637043966332078,2026-08-22
temp=60-70 wind=In speed=15+mph,L,no (CI overlaps baseline),-0.071620287039538,2026-08-22
temp=70-80 wind=In speed=15+mph,L,no (CI overlaps baseline),-0.0815908310959447,2026-08-22
temp=<60 wind=Varies speed=15+mph,L,no (CI overlaps baseline),-0.1075483980232707,2026-08-22
temp=80-90 wind=In speed=15+mph,L,no (CI overlaps baseline),-0.1224994555142897,2026-08-22
temp=<60 wind=In speed=15+mph,L,no (CI overlaps baseline),-0.1296599815262813,2026-08-22
temp=80-90 wind=In speed=15+mph,R,no (CI overlaps baseline),0.0792703574045941,2026-08-22
temp=60-70 wind=Varies speed=15+mph,R,no (CI overlaps baseline),0.0731777543535776,2026-08-22
temp=80-90 wind=Cross speed=15+mph,R,no (CI overlaps baseline),0.0685526161164935,2026-08-22
temp=60-70 wind=In speed=15+mph,R,no (CI overlaps baseline),0.0605474992874512,2026-08-22
temp=<60 wind=Varies speed=15+mph,R,no (CI overlaps baseline),0.0564336112312737,2026-08-22
temp=80-90 wind=Out speed=15+mph,R,no (CI overlaps baseline),0.0535471563472558,2026-08-22
temp=70-80 wind=In speed=15+mph,R,no (CI overlaps baseline),0.0508831739093864,2026-08-22
temp=60-70 wind=Cross speed=15+mph,R,no (CI overlaps baseline),0.0499182561251858,2026-08-22
temp=80-90 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),0.0489580226890893,2026-08-22
temp=<60 wind=In speed=15+mph,R,no (CI overlaps baseline),0.043898054253147,2026-08-22
temp=70-80 wind=Cross speed=15+mph,R,no (CI overlaps baseline),0.0403009612240148,2026-08-22
temp=80-90 wind=In speed=10-15mph,R,no (CI overlaps baseline),0.0364657961155014,2026-08-22
temp=60-70 wind=Out speed=15+mph,R,no (CI overlaps baseline),0.0350400041539391,2026-08-22
temp=<60 wind=Cross speed=15+mph,R,no (CI overlaps baseline),0.0333504060480145,2026-08-22
temp=80-90 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),0.0308810584725551,2026-08-22
temp=60-70 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),0.0304905444284628,2026-08-22
temp=80-90 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),0.0259554520309945,2026-08-22
temp=70-80 wind=Out speed=15+mph,R,no (CI overlaps baseline),0.0254902381318269,2026-08-22
temp=70-80 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),0.0209618227793662,2026-08-22
temp=80-90 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),0.0200833512061338,2026-08-22
temp=80-90 wind=Calm speed=5-10mph,R,no (CI overlaps baseline),0.0199825455925777,2026-08-22
temp=60-70 wind=Calm speed=10-15mph,R,no (CI overlaps baseline),0.0195941082815538,2026-08-22
temp=<60 wind=Out speed=15+mph,R,no (CI overlaps baseline),0.0185892820842001,2026-08-22
temp=80-90 wind=In speed=5-10mph,R,no (CI overlaps baseline),0.0184962926811695,2026-08-22
temp=60-70 wind=In speed=10-15mph,R,no (CI overlaps baseline),0.0181081419679622,2026-08-22
temp=<60 wind=Varies speed=10-15mph,R,no (CI overlaps baseline),0.0140763165954733,2026-08-22
temp=60-70 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),0.0125733659434159,2026-08-22
temp=80-90 wind=Out speed=10-15mph,R,no (CI overlaps baseline),0.0112478307514565,2026-08-22
temp=90+ wind=Cross speed=15+mph,R,no (CI overlaps baseline),0.0108898154511523,2026-08-22
temp=70-80 wind=Calm speed=10-15mph,R,no (CI overlaps baseline),0.010116543078644,2026-08-22
temp=80-90 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),0.0092428344562522,2026-08-22
temp=70-80 wind=In speed=10-15mph,R,no (CI overlaps baseline),0.0086376353722215,2026-08-22
temp=80-90 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),0.0080783864092726,2026-08-22
temp=80-90 wind=In speed=0-5mph,R,no (CI overlaps baseline),0.0077645838306308,2026-08-22
temp=60-70 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),0.0076922674434913,2026-08-22
temp=70-80 wind=Varies speed=5-10mph,R,no (CI overlaps baseline),0.0031293243530461,2026-08-22
temp=<60 wind=In speed=10-15mph,R,no (CI overlaps baseline),0.0017948517657357,2026-08-22
temp=60-70 wind=Calm speed=5-10mph,R,no (CI overlaps baseline),0.0017738893221832,2026-08-22
temp=60-70 wind=In speed=5-10mph,R,no (CI overlaps baseline),0.0003012996669204,2026-08-22
temp=70-80 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),-0.0017282073380896,2026-08-22
temp=80-90 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.002596602224187,2026-08-22
temp=90+ wind=Out speed=15+mph,R,no (CI overlaps baseline),-0.0037064699745513,2026-08-22
temp=80-90 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0064967755483913,2026-08-22
temp=60-70 wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0068799849176319,2026-08-22
temp=70-80 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0075183339879795,2026-08-22
temp=70-80 wind=Calm speed=5-10mph,R,no (CI overlaps baseline),-0.0076177245913297,2026-08-22
temp=90+ wind=Varies speed=10-15mph,R,no (CI overlaps baseline),-0.0081681289563917,2026-08-22
temp=<60 wind=Cross speed=10-15mph,R,no (CI overlaps baseline),-0.008534292260467,2026-08-22
temp=60-70 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0088662406014763,2026-08-22
temp=70-80 wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.0090830845075682,2026-08-22
temp=60-70 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0100197730388099,2026-08-22
temp=60-70 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.01033063004486,2026-08-22
temp=<60 wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0143036156719048,2026-08-22
temp=<60 wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.0158627068073232,2026-08-22
temp=70-80 wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0162288343281835,2026-08-22
temp=80-90 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0170905650215575,2026-08-22
temp=70-80 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0182051800903328,2026-08-22
temp=70-80 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0193529410703946,2026-08-22
temp=70-80 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0196622407328415,2026-08-22
temp=90+ wind=In speed=10-15mph,R,no (CI overlaps baseline),-0.0203078126209158,2026-08-22
temp=60-70 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.020593612803103,2026-08-22
temp=<60 wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0229824095205049,2026-08-22
temp=60-70 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0244563446696671,2026-08-22
temp=<60 wind=Calm speed=0-5mph,R,no (CI overlaps baseline),-0.0249514926485944,2026-08-22
temp=<60 wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0260950242019092,2026-08-22
temp=<60 wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0264031826493224,2026-08-22
temp=70-80 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0298733222829064,2026-08-22
temp=90+ wind=Cross speed=10-15mph,R,no (CI overlaps baseline),-0.0305152719208081,2026-08-22
temp=70-80 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0337162758146029,2026-08-22
temp=60-70 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0349471215697486,2026-08-22
temp=90+ wind=Varies speed=0-5mph,R,no (CI overlaps baseline),-0.0362156577625267,2026-08-22
temp=<60 wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0365762393591508,2026-08-22
temp=90+ wind=In speed=5-10mph,R,no (CI overlaps baseline),-0.0377559999299916,2026-08-22
temp=<60 wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0404047065953503,2026-08-22
temp=70-80 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0441526634747468,2026-08-22
temp=90+ wind=Out speed=10-15mph,R,no (CI overlaps baseline),-0.0447894384381057,2026-08-22
temp=90+ wind=Cross speed=5-10mph,R,no (CI overlaps baseline),-0.0478640070783176,2026-08-22
temp=90+ wind=In speed=0-5mph,R,no (CI overlaps baseline),-0.0481683878372246,2026-08-22
temp=<60 wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0508012690213516,2026-08-22
temp=90+ wind=Cross speed=0-5mph,R,no (CI overlaps baseline),-0.0582156200539325,2026-08-22
temp=90+ wind=Out speed=5-10mph,R,no (CI overlaps baseline),-0.0619961753569791,2026-08-22
temp=90+ wind=Out speed=0-5mph,R,no (CI overlaps baseline),-0.0722610840315729,2026-08-22
