factor_type,stand,key,pred_bad,pred_mid,pred_good,factor,factor_ci_low,factor_ci_high,significant
matchup,L,"bad(batter_rv=-0.041,pitcher_rv=-0.042) vs good(batter_rv=0.049,pitcher_rv=0.038)",0.33830044423301264,0.336428165487587,0.3340076138486643,-0.012689402149858142,-0.22297806183287672,0.2523359141401742,no (CIs overlap)
matchup,R,"bad(batter_rv=-0.041,pitcher_rv=-0.043) vs good(batter_rv=0.047,pitcher_rv=0.038)",0.31298480628197395,0.3131323518081843,0.3132091930949322,0.0007169255773908922,-0.224566807734371,0.29152102357124976,no (CIs overlap)
